date_sec,log_Confirmed
1582848000,0.0
1583798400,0.3010299956639812
1582502400,0.0
1582588800,0.0
1582675200,0.0
1582761600,0.0
1582848000,0.0
1582934400,0.0
1583020800,0.0
1583107200,0.0
1583193600,0.0
1583280000,0.0
1583366400,0.0
1583452800,0.0
1583539200,0.0
1583625600,0.6020599913279624
1583712000,0.6020599913279624
1583798400,0.6989700043360189
1583884800,0.8450980400142568
1583971200,0.8450980400142568
1584057600,0.8450980400142568
1584144000,1.0413926851582251
1584230400,1.2041199826559248
1584316800,1.3222192947339193
1584403200,1.3424226808222062
1584489600,1.3424226808222062
1584576000,1.3424226808222062
1584662400,1.380211241711606
1584748800,1.380211241711606
1584835200,1.6020599913279623
1584921600,1.6020599913279623
1585008000,1.8692317197309762
1585094400,1.9242792860618816
1585180800,1.9731278535996986
1585267200,2.041392685158225
1585353600,2.041392685158225
1585440000,2.0791812460476247
1585526400,2.230448921378274
1585612800,2.2405492482826
1585699200,2.374748346010104
1585785600,2.436162647040756
1585872000,2.44870631990508
1585958400,2.4756711883244296
1586044800,2.5428254269591797
1586131200,2.5646660642520893
1586217600,2.6263403673750423
1586304000,2.6473829701146196
1586390400,2.6848453616444123
1586476800,2.7168377232995247
1586563200,2.7442929831226763
1586649600,2.7831886910752575
1586736000,2.8228216453031045
1586822400,2.8536982117761744
1586908800,2.8943160626844384
1586995200,2.9242792860618816
1587081600,2.957128197676813
1587168000,2.9698816437465
1587254400,2.998259338423699
1587340800,3.0111473607757975
1587427200,3.0382226383687185
1587513600,3.0704073217401198
1587600000,3.106870544478654
1587686400,3.130655349022031
1587772800,3.1652443261253107
1587859200,3.184975190698261
1587945600,3.231214647962601
1588032000,3.2619761913978125
1588118400,3.2875778090787056
1588204800,3.3366598234544202
1588291200,3.368286884902131
1588377600,3.3925210899319325
1588464000,3.4320066872695985
1588550400,3.4614985267830187
1583712000,0.3010299956639812
1583798400,1.0
1583884800,1.0791812460476249
1583971200,1.3617278360175928
1584057600,1.5185139398778875
1584144000,1.5797835966168101
1584230400,1.6232492903979006
1584316800,1.7075701760979363
1584403200,1.7403626894942439
1584489600,1.7708520116421442
1584576000,1.806179973983887
1584662400,1.845098040014257
1584748800,1.8808135922807914
1584835200,1.9493900066449128
1584921600,2.0170333392987803
1585008000,2.089905111439398
1585094400,2.164352855784437
1585180800,2.2405492482826
1585267200,2.2695129442179165
1585353600,2.294466226161593
1585440000,2.326335860928751
1585526400,2.3483048630481607
1585612800,2.385606273598312
1585699200,2.413299764081252
1585785600,2.4424797690644486
1585872000,2.482873583608754
1585958400,2.5224442335063197
1586044800,2.5575072019056577
1586131200,2.576341350205793
1586217600,2.583198773968623
1586304000,2.6020599913279625
1586390400,2.611723308007342
1586476800,2.6190933306267428
1586563200,2.6364878963533656
1586649600,2.649334858712142
1586736000,2.6693168805661123
1586822400,2.6766936096248664
1586908800,2.693726948923647
1586995200,2.714329759745233
1587081600,2.7315887651867388
1587168000,2.738780558484369
1587254400,2.749736315569061
1587340800,2.7664128471123997
1587427200,2.784617292632875
1587513600,2.802089257881733
1587600000,2.821513528404773
1587686400,2.8312296938670634
1587772800,2.8524799936368566
1587859200,2.8609366207000937
1587945600,2.866877814337499
1588032000,2.8750612633917
1588118400,2.884228769632604
1588204800,2.888179493918325
1588291200,2.893206753059848
1588377600,2.89707700320942
1588464000,2.9003671286564705
1588550400,2.904715545278681
1582588800,0.0
1582675200,0.0
1582761600,0.0
1582848000,0.0
1582934400,0.0
1583020800,0.0
1583107200,0.47712125471966244
1583193600,0.6989700043360189
1583280000,1.0791812460476249
1583366400,1.0791812460476249
1583452800,1.2304489213782739
1583539200,1.2304489213782739
1583625600,1.2787536009528289
1583712000,1.3010299956639813
1583798400,1.3010299956639813
1583884800,1.3010299956639813
1583971200,1.380211241711606
1584057600,1.414973347970818
1584144000,1.568201724066995
1584230400,1.6812412373755872
1584316800,1.7323937598229686
1584403200,1.7781512503836436
1584489600,1.8692317197309762
1584576000,1.9395192526186185
1584662400,1.954242509439325
1584748800,2.143014800254095
1584835200,2.303196057420489
1584921600,2.361727836017593
1585008000,2.4216039268698313
1585094400,2.4800069429571505
1585180800,2.5646660642520893
1585267200,2.611723308007342
1585353600,2.6570558528571038
1585440000,2.708420900134713
1585526400,2.7664128471123997
1585612800,2.8549130223078554
1585699200,2.9278834103307068
1585785600,2.993876914941211
1585872000,3.068556895072363
1585958400,3.09725730969342
1586044800,3.12057393120585
1586131200,3.153204900084284
1586217600,3.166726055580052
1586304000,3.196452541703389
1586390400,3.2216749970707688
1586476800,3.245759355967277
1586563200,3.2612628687924934
1586649600,3.281941933440825
